Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)	TM.VAL.MRCH.R3.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.830941284	1.927363753	1.85225854	1.847927045	1.884227755	1.785984571	1.79588216	1.745084637	1.731760958	2.020995108	2.306436127	2.325410789	2.125467493	2.150125099	2.273299688	2.108433816	1.926718822	2.127810311	2.53362102	2.569155834	2.684340784	2.656239162	2.423522431	\N
Belgium	BEL	"Tariff rate, applied, weighted mean, primary products (%)"	TM.TAX.TCOM.WM.AR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.73	2.71	3.03	3.04	3.21	2.57	2.65	8.81	7.09	5.12	5.48	5.61	3.14	4.8	2.92	3.35	2.77	2.63	2.06	2.04	1.56	1.87	1.55	1.4	1.19	1.33	1.69	1.69	2.1	1.84	1.59	1.64	0.83
Belgium	BEL	"Tariff rate, applied, weighted mean, manufactured products (%)"	TM.TAX.MANF.WM.AR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4.32	4.57	5.99	5.39	4.78	4.47	4.96	5.3	3.33	3.1	2.87	2.85	2.14	2.82	2.3	2.22	2.03	2.39	2.44	2.36	1.84	1.86	2.48	1.73	1.67	1.62	2.27	2.26	2.12	2.08	1.98	2.01	1.8
Belgium	BEL	"International tourism, receipts (current US$)"	ST.INT.RCPT.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8304000000	7598000000	8848000000	10089000000	10881000000	11625000000	12369000000	\N	12718000000	12680000000	14114000000	13704000000	14534000000	15249000000	8975000000	8784000000	9636000000	10319000000	10581000000	7447000000
Belgium	BEL	"Population, male (% of total population)"	SP.POP.TOTL.MA.ZS	49.20008059	49.18466532	49.16657376	49.14678881	49.12664062	49.10700482	49.08840029	49.07053655	49.05281859	49.03435552	49.01456877	48.99331213	48.971236	48.94938148	48.92936028	48.91224369	48.89842754	48.88765494	48.87974885	48.87417483	48.87049842	48.86859029	48.86856878	48.87038907	48.87436064	48.88027391	48.88836112	48.89815526	48.90863159	48.91847087	48.92667749	48.93304912	48.93780553	48.94127537	48.94394977	48.94630084	48.94808275	48.94938616	48.95181326	48.95731037	48.96710246	48.98190973	49.00078428	49.02183303	49.04203369	49.05936682	49.07419231	49.08741943	49.09818974	49.10554705	49.10952683	49.10782414	49.10215325	49.10133649	49.116723	49.15545639	49.22133758	49.30935453	49.40668061	49.49577644	49.56449808
Belgium	BEL	"Population ages 70-74, male (% of male population)"	SP.POP.7074.MA.5Y	2.910972078	2.890475327	2.876105758	2.874796646	2.894669329	2.939382962	2.976461394	3.026377077	3.085295742	3.149458258	3.218015192	3.276330469	3.332374072	3.38307364	3.423729482	3.45349932	3.458844983	3.450068564	3.438432065	3.436496041	3.449574946	3.4665788	3.507791103	3.54164483	3.519938864	3.42315746	3.239786563	2.981965578	2.737487928	2.623516816	2.692759407	2.892862021	3.229764801	3.612990798	3.926667918	4.116776	4.182858858	4.162330552	4.100218245	4.051884905	4.043083963	4.030819538	4.039046465	4.056681035	4.06894382	4.068929996	4.043710877	4.014538491	3.978078591	3.929283326	3.867004991	3.764642933	3.651085732	3.558760123	3.533721685	3.596092299	3.723900214	3.929866173	4.168826032	4.37923347	4.528983773
Belgium	BEL	"Population ages 45-49, male (% of male population)"	SP.POP.4549.MA.5Y	6.750586263	6.354351493	5.831367577	5.305743407	4.965738584	4.91659551	5.125056893	5.617099741	6.246654016	6.787770969	7.104911049	7.220583383	7.136380471	6.928328857	6.721147306	6.588534366	6.486767169	6.438930553	6.425219869	6.408356057	6.366268998	6.297515982	6.22168821	6.13899024	6.050282185	5.958533189	5.845093636	5.719175941	5.618668412	5.602061715	5.701274748	5.898474721	6.212935929	6.579906801	6.900532983	7.115962292	7.221894231	7.232379788	7.188312594	7.156661556	7.177734259	7.223467768	7.303432731	7.406435	7.512438072	7.60726948	7.670741175	7.726705927	7.762550693	7.764414017	7.728332354	7.677344529	7.600050559	7.50716618	7.414336356	7.330795291	7.22166923	7.116881069	7.016966792	6.922007417	6.832731726
Belgium	BEL	"Population ages 15-64, female (% of female population)"	SP.POP.1564.FE.ZS	63.94020458	63.5032557	63.22108416	63.04311899	62.88128798	62.69589881	62.46738948	62.27365976	62.11330121	62.00022729	61.94361728	61.9448275	61.98139599	62.06569548	62.21138492	62.4195476	62.57687379	62.79188096	63.069783	63.41854288	63.83769622	64.27035006	64.76002837	65.24478802	65.64185997	65.90089769	65.9387988	65.87132178	65.72627425	65.54956762	65.3706213	65.18963627	64.9982958	64.79800235	64.60140639	64.42143377	64.22009723	64.06609692	63.94993834	63.85088576	63.75589693	63.74551008	63.72965454	63.71656974	63.72889576	63.7742641	63.8365195	63.94839392	64.06873054	64.13852535	64.12344025	64.02903522	63.88579859	63.70229835	63.50942873	63.33308766	63.1130828	62.89956409	62.69374387	62.48908044	62.27512416
Belgium	BEL	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	SP.MTR.1519.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Death rate, crude (per 1,000 people)"	SP.DYN.CDRT.IN	12.4	11.6	12.2	12.6	11.7	12.2	12.1	12	12.7	12.5	12.3	12.4	12.1	12.1	11.9	12.2	12.1	11.5	11.7	11.4	11.5	11.4	11.4	11.6	11.2	11.3	11.3	10.7	10.6	10.8	10.4	10.4	10.4	10.6	10.3	10.3	10.3	10.2	10.3	10.3	10.2	10.1	10.2	10.3	9.7	9.9	9.6	9.5	9.8	9.6	9.7	9.4	9.8	9.8	9.3	9.8	9.5	9.6	9.7	9.5	\N
Belgium	BEL	"Children in employment, wage workers, male (% of male children in employment, ages 7-14)"	SL.WAG.0714.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Unemployment with basic education, female (% of female labor force with basic education)"	SL.UEM.BASC.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	19.29000092	17.21999931	14.10000038	12.14999962	14.02000046	12.48999977	14.26000023	16.31999969	15.26000023	14.14000034	13.18999958	13.80000019	15.14999962	13.81000042	13.55000019	15.13000011	14.81000042	14.77999973	15.48999977	13.72000027	12.69999981	11.68000031	12.55000019
Belgium	BEL	"Labor force with intermediate education, male (% of male working-age population with intermediate education)"	SL.TLF.INTM.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	71.56999969	71.65000153	71.90000153	72.94999695	73.26999664	73.22000122	71.20999908	72.27999878	72.09999847	71.30999756	71.29000092	72.08000183	69.44999695	70.86000061	70.52999878	70.41999817	70.16000366	69.37000275	69.62000275	68.05999756	68.23000336	67.86000061	66.66999817	66.51999664	66.44999695	65.59999847	65.62999725	65.41000366	63.56999969
Belgium	BEL	"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"	SL.TLF.ACTI.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	58.81	60.08	60.53	60.81	61.71	62.17	62.27	62.64	63.21	64.56	65.22	63.54	63.93	64.05	65.07	66.66	66.54	67.21	67.2	66.94	67.65	66.62	66.79	67.44	67.72	67.68	67.73	68.06	68.63	69.06	\N
Belgium	BEL	"Children in employment, study and work (% of children in employment, ages 7-14)"	SL.TLF.0714.SW.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Children in employment, self-employed, female (% of female children in employment, ages 7-14)"	SL.SLF.0714.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)"	SL.EMP.WORK.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	84.66000366	83.59999847	84.04000092	84.66999817	83.62999725	84.16000366	84.81999969	85.26000214	83.98999786	86.23000336	86.98000336	86.52999878	87.26000214	88.33999634	87.75	88.20999908	88.47000122	89.25	88.73000336	89.22000122	89.52999878	89.51999664	89.30000305	89.15000153	88.93000031	89.37999725	89.34999847	89.29000092	89.30000305	\N
Belgium	BEL	"Employers, female (% of female employment) (modeled ILO estimate)"	SL.EMP.MPYR.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.130000114	2.190000057	2.190000057	2.140000105	2.309999943	2.200000048	2.150000095	2.269999981	2.319999933	2.279999971	2.00999999	2.089999914	2.089999914	2.24000001	2.299999952	2.400000095	2.269999981	2.079999924	2.279999971	2.400000095	1.879999995	2.069999933	2.269999981	2.359999895	2.380000114	2.339999914	2.49000001	2.230000019	2.069999933	\N
Belgium	BEL	"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)"	SI.SPR.PC40	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	27	\N	\N	\N	\N	28.95	\N	\N
Belgium	BEL	Gini index (World Bank estimate)	SI.POV.GINI	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	25.2	\N	\N	25.7	\N	\N	\N	25	\N	\N	28.4	\N	26.8	\N	\N	33.1	\N	\N	28.1	30.5	29.3	28.1	29.2	28.4	28.6	28.4	28.1	27.5	27.7	28.1	27.7	27.6	27.4	27.2	\N	\N
Belgium	BEL	Out-of-pocket expenditure (% of current health expenditure)	SH.XPD.OOPC.CH.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	20.22722816	19.58826447	20.87109566	21.12304306	20.2767334	20.34818459	20.49900055	20.84237862	20.18033218	19.93112183	19.95389366	19.68982506	19.36368752	19.60912323	19.3283844	19.34007072	18.00682259	17.80459404	18.23685074	18.1728878	\N
Belgium	BEL	Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)	SH.UHC.OOPC.10.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	11.44744396	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Prevalence of wasting, weight for height (% of children under 5)"	SH.STA.WAST.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.4	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)"	SH.STA.POIS.P5.FE	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.4	0.5	0.5	0.3	0.6	0.4	0.3	0.4	0.3	0.4	0.5	0.3	0.3	0.3	0.3	0.4	0.3	0.3	0.3	0.3	\N
Belgium	BEL	People with basic handwashing facilities including soap and water (% of population)	SH.STA.HYGN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Number of surgical procedures (per 100,000 population)"	SH.SGR.PROC.P5	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	20712	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Community health workers (per 1,000 people)"	SH.MED.CMHW.P3	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Children (0-14) living with HIV	SH.HIV.0014	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Women's share of population ages 15+ living with HIV (%)	SH.DYN.AIDS.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Condom use, population ages 15-24, female (% of females ages 15-24)"	SH.CON.1524.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Women Business and the Law Index Score (scale 1-100)	SG.LAW.INDX	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	38.125	38.125	40.625	40.625	40.625	40.625	40.625	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	61.25	63.75	63.75	70	72.5	75.625	75.625	75.625	75.625	84.375	84.375	84.375	84.375	87.5	87.5	93.75	93.75	100	100	100	100	100	100	100	100	100	100
Belgium	BEL	"Tertiary education, academic staff (% female)"	SE.TER.TCHR.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	30.58810997	\N	31.3642292	31.73991013	32.50053024	\N	34.9835701	35.82487869	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	40.65724945	\N	\N	42.47718048	42.94258881	44.96063995	45.47972107	45.96485901	46.87739944	48.16796112	48.57632065	48.26863098	48.53390884	48.35903931	48.85472107	\N
Belgium	BEL	"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)"	SE.TER.CUAT.BA.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	30.64533043	31.52137947	32.46595001	32.85063934	35.64487839	\N	36.86199951	\N
Belgium	BEL	Progression to secondary school (%)	SE.SEC.PROG.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	87.7206	91.85942	89.69545	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Secondary education, general pupils"	SE.SEC.ENRL.GC	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	334891	348841	408081	436826	469093	494684	517022	\N	\N	\N	\N	\N	462490	448881	453320	450662	441879	433264	\N	\N	434958	\N	493591	496621	495560	489957	\N	\N	476616	476694	481952	467608	470241	479766	485087	486972	482377	476189	472219	484368	484925	484891	652569	656711	668179	651048	661906	\N	\N	\N
Belgium	BEL	Lower secondary school starting age (years)	SE.SEC.AGES	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
Belgium	BEL	"Repeaters, primary, male (% of male enrollment)"	SE.PRM.REPT.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	24.33114	24.35755	24.93689	24.30338	23.90038	24.15893	23.6683	20.84923	20.53139	21.89349	19.71476	19.1062	17.97442	17.44503	17.6337	\N	\N	17.36186	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.29904	3.26155	3.50014	3.39187	3.34828	3.21412	3.01853	2.68211	2.56491	2.58448	2.36465	2.2928	\N	\N	\N
Belgium	BEL	"School enrollment, primary, female (% net)"	SE.PRM.NENR.FE	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	96.42127	\N	97.91599	98.44774	97.5045	97.38166	94.71105	94.13783	93.78456	95.13323	96.7241	98.04386	\N	\N	97.92838	96.34972	97.97415	97.27382	97.21866	97.66343	\N	\N	\N	99.02054	\N	98.75985	97.74291	96.32343	95.94271	96.15016	97.18781	97.77193	97.64271	97.45188	97.57639	97.81485	97.82413	97.63696	98.01233	98.24648	98.87476	\N	\N	\N
Belgium	BEL	"Primary completion rate, male (% of relevant age group)"	SE.PRM.CMPT.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	66.82762146	68.92510986	69.80503082	70.92868042	74.54884338	66.68811035	66.19811249	72.3756485	73.33408356	68.95205688	72.43763733	70.90561676	69.78093719	69.08119965	70.72219849	\N	\N	76.13886261	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Coverage of social safety net programs in richest quintile (% of population)	per_sa_allsa.cov_q5_tot	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Coverage of social protection and labor programs (% of population)	per_allsp.cov_pop_tot	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Net primary income (Net income from abroad) (current LCU)	NY.GSR.NFCY.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	390383000	384560000	439971000	435127000	509956000	556780000	647417000	529349000	492790000	198713000	43638000	211249000	-211746000	-302608000	-60688000	335527000	412781000	810770000	834293000	512882000	784782000	1451419000	1476388000	3306858000	4932511000	4622200000	4983900000	5453200000	5649600000	5644500000	6607300000	4944600000	4722300000	5369300000	4121500000	3873300000	4676100000	4779800000	8555300000	6443100000	5573700000	601500000	8961100000	9678600000	8456100000	5897400000	4125300000	4079900000	4071700000	4594300000	4836000000
Belgium	BEL	GNI growth (annual %)	NY.GNP.MKTP.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.931059046	3.706025323	2.192110661	2.804666824	2.831990533	0.424057098	1.854237199	0.840915923	2.468320243	1.734737775	2.207348542	3.763533158	-0.609410537	-0.58956975	1.28049349	-0.811063883	2.922454364	0.885651008	1.470372094	2.105086443	1.474237977	1.172104039	1.136139114	2.866433055	-5.252288976
Belgium	BEL	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	11729.58805	12272.69814	12861.05552	13320.75512	14113.2254	14483.61919	14840.12804	15328.6021	15908.79649	16915.55025	17842.3178	18519.69936	19424.21782	20598.8952	21471.62455	20988.76429	22135.61976	22246.73586	22857.62896	23371.72618	24383.49014	24316.03237	24467.35811	24545.60772	25151.37407	25559.20837	26015.81587	26593.23121	27760.88548	28619.80704	29429.82427	29858.13761	30192.41913	29785.4254	30651.97838	31317.29498	31669.19772	32791.17059	33363.15481	34466.0428	35660.44716	35928.78593	36378.6088	36602.6573	37746.09829	38410.60159	39132.02306	40274.0279	40135.70565	39009.52956	39761.9314	39913.04049	39959.5003	39954.24627	40405.16818	40991.80814	41301.40652	41808.94556	42376.20576	43053.78859	40381.53882
Belgium	BEL	Gross value added at basic prices (GVA) (current LCU)	NY.GDP.FCST.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	31122426000	34017048000	38092649000	43009895000	49876735000	54893706000	61830178000	66767244000	71574673000	76591073000	83496237000	87335108000	94373213000	1.00045E+11	1.08463E+11	1.1547E+11	1.21186E+11	1.25058E+11	1.33687E+11	1.44284E+11	1.53469E+11	1.61118E+11	1.68944E+11	1.7365E+11	1.82455E+11	1.89743E+11	1.92229E+11	2.00616E+11	2.08115E+11	2.16177E+11	2.28625E+11	2.36804E+11	2.44561E+11	2.51866E+11	2.64845E+11	2.76829E+11	2.90023E+11	3.06589E+11	3.13984E+11	3.09512E+11	3.24347E+11	3.3611E+11	3.45069E+11	3.50969E+11	3.60582E+11	3.73302E+11	3.84033E+11	3.96979E+11	4.10567E+11	4.25002E+11	\N
Belgium	BEL	Adjusted net national income per capita (current US$)	NY.ADJ.NNTY.PC.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2401.326939	2679.963818	3334.904643	4284.694878	4998.573003	5846.219948	6358.819281	7323.832216	8930.940752	10181.86762	10834.04718	8877.939433	7762.436265	7346.521503	7084.752179	7371.618905	10301.5932	12879.05053	14025.93371	14100.35005	17608.37038	18009.58596	19967.25592	19212.48887	21096.82102	24609.36438	23720.53057	21434.10146	21835.96899	21652.6988	19805.42732	19527.99792	21086.26791	25824.62997	29722.68002	30803.44789	32307.6661	36933.6045	40253.5847	36728.17874	36309.10588	38241.68157	36970.10815	38775.52457	39500.762	33795.26477	34512.83046	36348.29167	39098.08554	38208.4492	\N
Belgium	BEL	Adjusted savings: net forest depletion (% of GNI)	NY.ADJ.DFOR.GN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004772053	0	0	0	0	0	0	0	0.000322996	0.001345636	0.000156141	0	0	0.000798885	0.000736681	0.00091413	0.001265869	0.00096249	0	0	0	0.000701571	0.000558389	0.001753264	0.001384073	0.001254267	0.001279791	0.00104988	0.000511953	0.000430445	\N
