Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Droughts, floods, extreme temperatures (% of population, average 1990-2009)"	EN.CLC.MDAT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.002678155	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)	EN.ATM.NOXE.AG.KT.CE	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	202.5308694	210.5324731	222.4959277	237.9206609	163.6590511	172.8140837	158.3469169	126.4191256	128.2947217	136.230208	132.0138224	140.503174	158.7292799	156.135866	163.453589	166.2179099	170.1034793	180.3835846	183.6436268	187.6758399	240	230	280	280	270	270	280	260	270	270	250	270	290	290	270	240	250	240	230	240	260	250	250	220	210	230	230	230	230	\N	\N
Cyprus	CYP	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.548896642	1.501403534	1.567864413	1.706856336	1.730111574	1.981916512	2.12384314	2.306987473	2.714276644	2.758775888	2.778854271	3.035850272	3.830484616	3.937764622	2.997211679	3.047588853	3.747732402	4.011257346	4.172164105	4.416512992	4.681335788	4.421662289	4.484907101	4.464374218	4.561971579	4.408566792	4.977979462	5.697814715	5.606485479	5.780931318	5.948219187	6.474095319	6.782328475	6.949618321	7.083946559	6.78052493	7.052686776	7.013094851	7.20802016	7.35382253	7.495059833	7.216690236	7.2776181	7.820347397	7.63056581	7.658197239	7.594394304	7.746486818	7.766501968	7.449305111	7.028474309	6.712083617	6.184771366	5.577576394	5.857864769	5.839858672	6.110124091	6.188092584	6.079400502	\N	\N
Cyprus	CYP	GDP per unit of energy use (PPP $ per kg of oil equivalent)	EG.GDP.PUSE.KO.PP	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.667293774	5.78367088	5.748844429	5.519734446	5.224846735	6.561853442	6.076417585	6.459102869	6.445555267	6.796279915	6.9139719	7.586015079	7.799897274	7.479656358	8.647508621	9.238901725	9.764545419	10.34514889	10.60558655	10.84205542	11.34997729	11.9700791	12.35132363	13.56095723	12.99790589	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Access to clean fuels and technologies for cooking (% of population)	EG.CFT.ACCS.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	\N
Cyprus	CYP	Net ODA received (% of gross capital formation)	DT.ODA.ODAT.GI.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	28.22228758	36.68385191	37.05994978	13.27019336	5.993083226	6.466726243	6.206784118	4.508586627	2.854459602	2.19760556	4.998726588	4.365904221	4.368464247	3.763201695	2.889878698	2.541422847	2.666410723	1.319241762	2.129201267	2.323829944	0.811371881	0.929633309	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net official flows from UN agencies, UNDP (current US$)"	DT.NFL.UNDP.CD	\N	\N	\N	\N	\N	\N	\N	\N	829999.9833	1120000.005	1159999.967	1370000.005	1549999.952	1379999.995	819999.9928	870000.0048	810000.0024	800000.0119	550000.0119	1110000.014	1309999.943	1559999.943	1169999.957	540000.0215	340000.0036	409999.9964	409999.9964	699999.9881	639999.9857	289999.9917	439999.9976	479999.9893	360000.0143	639999.9857	430000.0072	79999.99821	70000.0003	79999.99821	79999.99821	319999.9928	29999.99933	1259999.99	-1029999.971	\N	8319999.695	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net financial flows, multilateral (NFL, current US$)"	DT.NFL.MLAT.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"PPG, IDA (DOD, current US$)"	DT.DOD.MIDA.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net ODA provided, to the least developed countries (current US$)"	DC.ODA.TLDC.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net bilateral aid flows from DAC donors, Ireland (current US$)"	DC.DAC.IRLL.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Stocks traded, turnover ratio of domestic shares (%)"	CM.MKT.TRNR	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	19.4733018	25.88036844	22.4638924	17.15164375	10.86431676	15.74306422	14.76186897	1.958445976	1.404366162	4.861833309	3.219567908	2.449243673	1.682903756	1.3074	0.830357371
Cyprus	CYP	"Exports of goods, services and primary income (BoP, current US$)"	BX.GSR.TOTL.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	459444529.4	565517759.6	658612349.4	896615888.5	1107203321	1180265060	1246566222	1225693177	1384635586	1328866088	1509814615	1885068469	2208607626	2533030500	3114085443	2984097660	3664120100	3334706013	3735744863	5050172756	5119970835	4991044185	5129628198	5440524187	5591396682	5874204934	6139216142	7202308860	8568615504	9681460631	10696222541	14446078410	29085647895	28242046480	29963228328	37394441407	32580595068	35163844023	36621674792	45299539157	29033389037	42399546256	49907976167	38670792052	36676017346
Cyprus	CYP	"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	-32399852.81	-41409229.36	-57026191.23	-70533030.88	-84973393.79	-78304678.27	-71520842.97	-68357791.44	-52686514.25	-57790982.2	-46319251.91	-49678174.46	-61504986.3	-68941128.62	-122031108.5	-67179339.77	-92759718.41	-71169345.18	-69078873.85	-227443442.1	-198579811.2	-518603880	-274663024.7	-630475602.9	-682782317.3	-695603159.8	-555395904.1	-318466588.4	-407122787.8	-614353041.3	-974111242.9	-1032003154	2072036810	-2995359578	681922528.3	6927315537	5274931528	3885092659	14314297363	15284627941	-2086206013	-578113094	-6432932085	123921125.4	-4470212119
Cyprus	CYP	"Service imports (BoP, current US$)"	BM.GSR.NFSV.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	111572425.5	143584665.1	169472202.1	226834227.3	267666190.4	273591800.1	294497588.7	287672372.3	300483087.7	301688517.2	354535274	441075674.5	501683529.3	559009444.7	673899878.1	729068091.2	883997892	764969939	862063711	1312717787	1407214602	1401544537	1497608509	1559634422	1585291689	1614610663	1767696721	2280970960	2650111291	2711883655	2977994250	3772674166	5788685646	5051085101	5343221152	5660902258	5526454066	6454546331	7140577792	6600300425	6925708394	8311537415	9089256873	10781031538	11198729714
Cyprus	CYP	Land area (sq. km)	AG.LND.TOTL.K2	\N	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240	9240
Cyprus	CYP	Agricultural land (sq. km)	AG.LND.AGRI.K2	\N	4040	4020	4050	4030	4020	4000	4010	4010	3990	3980	3960	3940	3942	2870	1803	1779	1761	1743	1725	1715	1759	1820	1830	1820	1628	1632	1624	1614	1614	1606	1592	1596	1587	1434	1431	1432	1422	1442	1442	1415	1400	1400	1540	1560	1670	1570	1472	1156	1276	1145	1163	1169	1088.3	1089.8	1266.8	1093.9	1214.2	1309.47	\N	\N
Cyprus	CYP	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	LP.LPI.TRAC.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.92	\N	\N	3.51	\N	3.36	\N	3	\N	2.538943	\N	3.15	\N	\N
Cyprus	CYP	Mobile cellular subscriptions (per 100 people)	IT.CEL.SETS.P2	0	\N	\N	\N	\N	0	\N	\N	\N	\N	0	\N	\N	\N	\N	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030037547	0.23753304	0.544701415	0.862497899	1.594988536	2.44295302	3.589671362	6.773274417	10.62299265	13.62085308	17.04920193	21.9622013	31.3009319	44.55776045	58.55863808	76.32480288	89.8	105.1751344	114.4986146	127.2941783	127.5867737	119.3408619	123.1330079	126.5596288	128.2983023	128.1609557	131.1454545	130.9823176	132.6368741	136.1722981	137.0450965	139.994482	138.593018
Cyprus	CYP	Source data assessment of statistical capacity (scale 0 - 100)	IQ.SCI.SRCE	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	CPIA building human resources rating (1=low to 6=high)	IQ.CPA.HRES.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Scientific and technical journal articles	IP.JRN.ARTC.SC	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	153.51	130.78	191.59	171.76	243.78	309.17	345.94	417.12	502.69	649.97	705.92	758.88	799.38	963.42	915.53	935.15	1059.28	1193.38	1245.42	\N	\N
Cyprus	CYP	Other taxes payable by businesses (% of commercial profits)	IC.TAX.OTHR.CP.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.3	1.3	0.5	0.5	0.6	0.7	1.1	1.2	1.2	1.1	1.1	1.1	\N
Cyprus	CYP	Time required to enforce a contract (days)	IC.LGL.DURS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	735	735	735	735	735	735	1100	1100	1100	1100	1100	1100	\N
Cyprus	CYP	Firms with female top manager (% of firms)	IC.FRM.FEMM.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8.2	\N
Cyprus	CYP	Average time to clear exports through customs (days)	IC.CUS.DURS.EX	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	14.1	\N
Cyprus	CYP	"Human capital index (HCI), female (scale 0-1)"	HD.HCI.OVRL.FE	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.710333049	\N	\N	\N	\N	\N	\N	0.759	0.762143433	\N	0.76267761
Cyprus	CYP	"Taxes on income, profits and capital gains (% of total taxes)"	GC.TAX.YPKG.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	20.44746531	21.03596471	24.64207048	35.74542284	33.62984927	25.38406574	25.22535621	26.23280778	32.41127813	31.53190433	30.15209646	32.14938328	31.87949015	33.02363488	30.6990313	32.14322567	30.30661057	31.39753802	33.54456477	30.29262171	28.56148989	28.23309687	29.38233242	40.51571883	40.48605746	42.63587525	43.75075328	47.23842757	44.42679495	43.92711718	43.4941463	34.81735563	28.76648924	31.67642177	36.1474588	40.37329476	39.66035526	39.55411226	38.8423305	41.80679124	40.35874439	40.33181722	37.85466327	36.83576279	36.5419453	37.87027474	37.65505658	38.20460064	\N
Cyprus	CYP	"Revenue, excluding grants (% of GDP)"	GC.REV.XGRT.GD.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	23.11672996	19.2333041	19.64310956	19.70582497	19.58240689	21.18637341	21.81849261	22.70172722	24.18140179	24.90728135	25.64768442	26.07345913	25.48084557	26.4943127	27.7774809	47.20465261	46.03137197	48.08301486	51.53196664	53.35851786	50.40369713	49.92941087	48.87410238	50.48230032	49.82943385	53.56583978	55.26331593	54.73635911	57.6016555	58.11229804	61.99114248	62.84122244	68.14275553	65.55297652	35.78272338	36.23755498	35.68544273	35.64569461	36.32793547	39.59974896	38.29353445	36.64413551	37.26255555	37.93481931	38.98010864	\N
Cyprus	CYP	Research and development expenditure (% of GDP)	GB.XPD.RSDV.GD.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.20331	0.21806	0.2269	0.23694	0.27967	0.31834	0.33564	0.36727	0.38346	0.40007	0.38594	0.44437	0.44409	0.45389	0.43888	0.48607	0.51424	0.47841	0.52358	0.54998	0.54783	\N	\N
Cyprus	CYP	"Interest rate spread (lending rate minus deposit rate, %)"	FR.INR.LNDP	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Total reserves minus gold (current US$)	FI.RES.XGLD.CD	27400000	44700000	52350000	65750000	66210000	83710000	98210000	103460000	140890000	161930000	193960000	268673758.2	303292052.6	288659617.6	250082212.7	197653412.5	274501705.6	313482887.1	345682925.6	353064140.9	368341198.4	426380724.9	523176497.2	519077736.5	540546193.4	595272407.7	752749024.5	873522372.3	927898468.6	1123986369	1506924390	1390176236	1027876382	1096651839	1464515307	1116875436	1541940176	1391576188	1379720441	1832872222	1741088338	2267765101	3022048009	3256744505	3910022637	4191125667	5646762927	6118598613	616838047.3	796220251.3	514865898.1	504296352.6	448941645.6	379054841.4	354808213.6	334048870.8	300271286	308156948.7	351303991.5	352682563.9	392004647.4
Cyprus	CYP	"Renewable internal freshwater resources, total (billion cubic meters)"	ER.H2O.INTR.K3	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N	\N	0.78	\N	\N	\N
Cyprus	CYP	Population in largest city	EN.URB.LCTY	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Disaster risk reduction progress score (1-5 scale; 5=best)	EN.CLC.DRSK.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Methane emissions (kt of CO2 equivalent)	EN.ATM.METH.KT.CE	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	340.552	345.815	356.637	365.062	344.135	252.722	262.615	281.375	298.266	302.542	311.099	321.55	335.2	351.207	370.416	384.319	390.326	403.436	414.707	424.875	530	540	550	560	580	590	600	610	620	620	640	660	680	670	670	670	670	670	680	680	690	690	690	690	700	700	720	730	740	\N	\N
Cyprus	CYP	CO2 emissions from liquid fuel consumption (kt)	EN.ATM.CO2E.LF.KT	843.41	817.741	858.078	938.752	964.421	1103.767	1191.775	1272.449	1503.47	1547.474	1573.143	1730.824	2189.199	2273.54	1756.493	1675.819	1954.511	2130.527	2255.205	2438.555	2592.569	2530.23	2570.567	2629.239	2618.238	2574.234	2970.27	3292.966	3454.314	3622.996	3887.02	4077.704	4653.423	4972.452	5687.517	4910.113	5515.168	5368.488	5731.521	5720.52	6153.226	6061.551	6160.56	6791.284	6336.576	6464.921	6750.947	7128.648	7517.35	7315.665	6970.967	6791.284	6406.249	5518.835	5687.517	5727.854	6079.886	\N	\N	\N	\N
Cyprus	CYP	"Electricity production from renewable sources, excluding hydroelectric (% of total)"	EG.ELC.RNWX.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022846699	0.021496131	0.061588996	0.295333727	0.594439118	1.371664788	3.611280179	5.448378206	7.622377622	7.287356322	8.780057357	\N	\N	\N	\N	\N
Cyprus	CYP	"Multilateral debt service (TDS, current US$)"	DT.TDS.MLAT.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Net official aid received (constant 2018 US$)	DT.ODA.OATL.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	60409999.85	49250000	79459999.08	90309997.56	79470001.22	50889999.39	19149999.62	69690002.44	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net official flows from UN agencies, UNICEF (current US$)"	DT.NFL.UNCF.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	19999.99955	19999.99955	\N	\N	170000.0018	\N	59999.99866	100000.0015	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net financial flows, IBRD (NFL, current US$)"	DT.NFL.MIBR.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Short-term debt (% of total external debt)	DT.DOD.DSTC.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net bilateral aid flows from DAC donors, Total (current US$)"	DC.DAC.TOTL.CD	24030000.69	20100000.38	15820000.46	10650000.1	4459999.997	5649999.756	719999.9951	499999.9981	129999.999	1209999.997	3600000.013	1989999.989	4799999.98	3449999.977	8819999.924	6439999.953	22520000.12	49390000	27650000.05	16459999.98	30879999.65	25799999.59	13979999.84	7380000.036	6459999.878	23599999.93	27670000	29939999.98	20099999.98	23880000.11	18840000.02	21600000.09	18270000.06	21919999.9	27300000	14309999.88	23419999.79	41909998.28	31249999.36	54119998.68	57049998.84	51120000.41	30329999.77	17779999.76	44430000.66	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Net bilateral aid flows from DAC donors, Greece (current US$)"	DC.DAC.GRCL.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	990000.0095	779999.9714	889999.9857	490000.0095	839999.9738	90000.00358	239999.9946	469999.9988	259999.9905	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Stocks traded, total value (current US$)"	CM.MKT.TRAD.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	28100000	88200000	296700000	458500000	402500000	700300000	6409000000	9541300000	3148800000	668000000	310300000	264700000	472800000	3146500000	4464700000	1794400000	1761280000	742500000	449200000	294610000	41220000	56610000	130900000	74231207.29	69126963.59	55762847.66	56020000	38970000
Cyprus	CYP	"Service exports (BoP, current US$)"	BX.GSR.NFSV.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	175884915.3	206556096.8	258625825	371285874.5	481799142.8	526539639.7	577215273.9	627372619.2	701580422	738385911	938543841.7	1187911159	1411614442	1618600222	2003580525	1857121172	2521418245	2335118487	2646736734	3377612477	3309806487	3305134878	3594743211	3946972798	4068063806	4340039936	4374284107	5114255741	5835784613	6001174406	6576686936	8297853927	10653315666	9303029861	9375717979	10552687684	9885624220	11067736869	11717460507	10709385696	11907298089	13851292008	14757426174	16008385921	15350487258
Cyprus	CYP	"Net trade in goods (BoP, current US$)"	BN.GSR.MRCH.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	-143728670.4	-246495176	-344566704.8	-455079115.2	-551477325.7	-491183891	-536195966.9	-598130675.1	-651783168.2	-646965148.2	-645574573.4	-799007960.8	-1068300894	-1370129116	-1552785822	-1601753553	-2315211389	-1506819893	-1735505119	-2085450803	-2183305678	-2071425421	-2425720243	-2309246148	-2605681627	-2577294070	-2701518584	-2881033102	-3643444204	-3740466140	-4319230209	-5959878740	-8436619085	-5622343851	-6193952692	-5933514840	-4860002719	-4243769703	-4367553337	-3586349876	-4612790528	-5632608329	-5302596430	-5180315067	-4769478621
Cyprus	CYP	"Insurance and financial services (% of service imports, BoP)"	BM.GSR.INSF.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6.113537118	6.313993174	6.477093207	6.343283582	2.010582011	1.56114484	1.071428571	0.726072607	0.28280543	1.244588745	6.042460533	5.702167766	5.510465613	6.148282098	5.76611597	5.316007088	5.737292401	5.67674113	5.609238746	6.516248527	6.735751295	6.997570288	7.620889749	8.160132263	7.205837641	6.873745064	5.154457432	4.029100081	6.465320308	5.821539302	6.968557743	6.528062638	17.9525708	18.88993849	22.43418995	20.04841711	17.10430599	20.41824819	28.41089914	25.44811429	28.48396214	26.35298804	26.7202183	26.36018391	36.35674742
Cyprus	CYP	Agricultural irrigated land (% of total agricultural land)	AG.LND.IRIG.AG.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	25	25	23.37662338	21.79487179	20.95808383	21.01910828	20.24456522	21.10726644	22.4137931	21.83406114	21.41014617	20.95808383	21.31765138	21.28830978	19.97158194	22.85400859	21.33091748	\N	\N	\N
